timestamp_ms,pupilDiameter_px_L_M,pupilUndistortedDiameter_px_L_M,pupilPhysicalDiameter_mm_L_M,pupilWidth_px_L_M,pupilHeight_px_L_M,pupilAxisRatio_L_M,pupilCenterX_px_L_M,pupilCenterY_px_L_M,pupilAngle_deg_L_M,pupilCircumference_px_L_M,pupilConfidence_L_M,pupilOutlineConfidence_L_M,BRISQUEFullImage_L_M,BRISQUEPDROI_L_M,trial,message,cameraTemperature_c_M,cameraTemperature_c_S
1766053425677,8.60753,-1,-1,3.78713,8.60753,2.27284,159.778,78.3071,26.8224,20.2128,0,0,-1,-1,1,,-1,-1
1766053425702,-1,-1,-1,-1,-1,1,64,22,-1,-1,-1,-1,-1,-1,1,,-1,-1
1766053425727,24.0759,-1,-1,16.1303,24.0759,1.49259,174.129,48.1067,30.5675,63.774,0.46875,0.40625,-1,-1,1,,-1,-1
1766053425752,36.9796,-1,-1,30.308,36.9796,1.22013,111.148,114.896,0,105.955,0.28125,0.28125,-1,-1,1,,-1,-1
1766053425777,14.9497,-1,-1,4.21998,14.9497,3.54259,126.437,119.998,128.608,32.5181,0,0,-1,-1,1,,-1,-1
1766053425802,16.8033,-1,-1,10.9739,16.8033,1.5312,140.423,92.1678,121.553,44.1141,0.515152,0.515152,-1,-1,1,,-1,-1
1766053425827,3.31095,-1,-1,1.41691,3.31095,2.33674,207.798,99.0648,0,7.72754,0,0,-1,-1,1,,-1,-1
1766053425858,13.9473,-1,-1,8.65204,13.9473,1.61202,169.881,103.334,63.1634,35.9878,0.354839,0.354839,-1,-1,1,,-1,-1
1766053425883,11.1474,-1,-1,8.19323,11.1474,1.36057,225.515,98.909,0,30.5577,0.2,0.166667,-1,-1,1,,-1,-1
1766053425915,23.7113,-1,-1,8.02375,23.7113,2.95514,168.329,31.0894,75.9537,52.9426,0.264706,0.264706,-1,-1,1,,-1,-1
1766053425945,-1,-1,-1,-1,-1,1,64,22,-1,-1,-1,-1,-1,-1,1,,-1,-1
1766053425970,-1,-1,-1,-1,-1,1,64,22,-1,-1,-1,-1,-1,-1,1,,-1,-1
1766053426003,71.4486,-1,-1,58.9636,71.4486,1.21174,159.67,66.5491,23.5721,205.321,0.857143,0.857143,-1,-1,1,,-1,-1
1766053426033,51.6519,-1,-1,50.4448,51.6519,1.02393,156.433,76.7352,172.878,160.379,0.771429,0.771429,-1,-1,1,,-1,-1
1766053426058,50.5178,-1,-1,48.297,50.5178,1.04598,155.941,78.264,106.815,155.238,0.944444,0.944444,-1,-1,1,,-1,-1
1766053426091,50.7649,-1,-1,48.3499,50.7649,1.04995,155.784,78.7462,104.894,155.712,0.972222,0.972222,-1,-1,1,,-1,-1
1766053426116,50.8046,-1,-1,48.7499,50.8046,1.04215,155.634,78.8091,108.215,156.396,0.942857,0.942857,-1,-1,1,,-1,-1
1766053426141,50.882,-1,-1,48.9448,50.882,1.03958,155.574,78.8123,109.293,156.822,0.939394,0.939394,-1,-1,1,,-1,-1
1766053426166,50.8015,-1,-1,48.9384,50.8015,1.03807,155.507,78.7053,107.994,156.685,0.944444,0.944444,-1,-1,1,,-1,-1
1766053426191,50.7605,-1,-1,48.9111,50.7605,1.03781,155.612,78.6377,113.972,156.577,0.944444,0.944444,-1,-1,1,,-1,-1
1766053426216,51.0181,-1,-1,48.7433,51.0181,1.04667,155.582,78.7866,110.983,156.725,0.970588,0.970588,-1,-1,1,,-1,-1
1766053426241,50.8853,-1,-1,48.8966,50.8853,1.04067,155.589,78.9047,106.616,156.753,0.944444,0.944444,-1,-1,1,,-1,-1
1766053426265,50.845,-1,-1,49.0275,50.845,1.03707,155.449,78.795,105.234,156.892,0.944444,0.944444,-1,-1,1,,-1,-1
1766053426290,50.9415,-1,-1,48.9996,50.9415,1.03963,155.493,78.645,110.645,157.002,0.970588,0.970588,-1,-1,1,,-1,-1
1766053426315,52.2649,-1,-1,48.3989,52.2649,1.07988,171.082,81.951,117.426,158.181,0.942857,0.942857,-1,-1,1,,-1,-1
1766053426340,50.9412,-1,-1,45.8579,50.9412,1.11085,182.851,83.577,145.542,152.157,1,1,-1,-1,1,,-1,-1
1766053426365,51.4567,-1,-1,45.4369,51.4567,1.13249,182.509,83.4174,148.363,152.347,1,1,-1,-1,1,,-1,-1
1766053426390,51.0644,-1,-1,45.6825,51.0644,1.11781,182.288,84.1532,145.11,152.087,1,1,-1,-1,1,,-1,-1
1766053426415,50.867,-1,-1,45.4882,50.867,1.11825,182.733,84.5305,146.577,151.472,1,1,-1,-1,1,,-1,-1
1766053426440,50.7957,-1,-1,45.2894,50.7957,1.12158,182.982,84.6841,147.651,151.054,1,1,-1,-1,1,,-1,-1
1766053426465,50.731,-1,-1,45.2926,50.731,1.12007,183.238,85.0645,148.053,150.955,1,1,-1,-1,1,,-1,-1
1766053426490,50.5451,-1,-1,45.3148,50.5451,1.11542,183.414,85.6718,145.394,150.688,1,1,-1,-1,1,,-1,-1
1766053426515,50.6766,-1,-1,45.4201,50.6766,1.11573,183.671,86.7077,147.307,151.061,1,1,-1,-1,1,,-1,-1
1766053426540,50.1486,-1,-1,45.3304,50.1486,1.10629,184.027,86.9523,148.197,150.074,1,1,-1,-1,1,,-1,-1
1766053426565,50.3706,-1,-1,44.8997,50.3706,1.12185,184.091,86.8988,148.231,149.774,1,1,-1,-1,1,,-1,-1
1766053426590,50.2658,-1,-1,44.4986,50.2658,1.1296,184.181,86.4951,144.802,148.993,1,1,-1,-1,1,,-1,-1
1766053426615,50.1794,-1,-1,44.6703,50.1794,1.12333,184.102,86.4264,148.558,149.115,1,1,-1,-1,1,,-1,-1
1766053426640,49.9635,-1,-1,44.6925,49.9635,1.11794,184.042,86.4626,145.738,148.801,1,1,-1,-1,1,,-1,-1
1766053426665,41.3438,-1,-1,33.0056,41.3438,1.25263,180.007,90.0742,65.3019,117.155,0.5625,0.5625,-1,-1,1,,-1,-1
1766053426690,39.7752,-1,-1,12.1654,39.7752,3.26955,84.1639,123.121,111.229,87.457,0.323529,0.323529,-1,-1,1,,-1,-1
1766053426715,41.5117,-1,-1,24.4317,41.5117,1.69909,145.11,128.488,158.649,105.328,0.111111,0.111111,-1,-1,1,,-1,-1
1766053426740,12.9372,-1,-1,6.28358,12.9372,2.05889,159.455,132.757,0,31.1033,0,0,-1,-1,1,,-1,-1
1766053426765,-1,-1,-1,-1,-1,1,64,22,-1,-1,-1,-1,-1,-1,1,,-1,-1
1766053426790,48.0419,-1,-1,47.5194,48.0419,1.011,154.247,82.482,84.7071,150.109,0.944444,0.944444,-1,-1,1,,-1,-1
1766053426815,48.3394,-1,-1,45.8952,48.3394,1.05326,154.206,83.2971,98.9367,148.048,0.942857,0.942857,-1,-1,1,,-1,-1
1766053426840,48.3044,-1,-1,46.1318,48.3044,1.0471,154.239,83.161,96.7872,148.36,0.944444,0.944444,-1,-1,1,,-1,-1
1766053426865,48.039,-1,-1,46.0787,48.039,1.04254,154.248,82.8609,109.021,147.856,0.939394,0.939394,-1,-1,1,,-1,-1
1766053426890,48.2513,-1,-1,46.2036,48.2513,1.04432,154.197,82.68,111.455,148.387,0.939394,0.939394,-1,-1,1,,-1,-1
1766053426914,48.0512,-1,-1,46.0777,48.0512,1.04283,154.093,82.5069,104.114,147.874,0.944444,0.944444,-1,-1,1,,-1,-1
1766053426939,48.0496,-1,-1,46.1912,48.0496,1.04023,154.047,82.352,100.14,148.048,0.939394,0.939394,-1,-1,1,,-1,-1
1766053426964,48.1242,-1,-1,46.1982,48.1242,1.04169,154.121,81.9207,103.678,148.177,0.944444,0.944444,-1,-1,1,,-1,-1
1766053426989,47.9874,-1,-1,47.5892,47.9874,1.00837,154.081,80.9542,100.238,150.132,0.8125,0.8125,-1,-1,1,,-1,-1
1766053427014,25.0689,-1,-1,6.9336,25.0689,3.61557,132.043,129.453,81.8719,54.3896,0.290323,0,-1,-1,1,,-1,-1
1766053427039,2.80405,-1,-1,1.23531,2.80405,2.26992,82.5044,95.6409,0,6.58655,0,0,-1,-1,1,,-1,-1
1766053427064,49.1899,-1,-1,47.0562,49.1899,1.04534,151.494,82.6608,53.9233,151.202,0.771429,0.771429,-1,-1,1,,-1,-1
1766053427089,48.1131,-1,-1,46.8557,48.1131,1.02684,150.336,83.2124,122.724,149.183,0.914286,0.971429,-1,-1,1,,-1,-1
1766053427114,47.8556,-1,-1,46.6774,47.8556,1.02524,150.221,83.4647,95.428,148.498,0.944444,1,-1,-1,1,,-1,-1
1766053427139,48.6685,-1,-1,46.2847,48.6685,1.0515,150.123,83.7496,103.837,149.176,0.972222,0.972222,-1,-1,1,,-1,-1
1766053427164,48.4947,-1,-1,46.735,48.4947,1.03765,150.118,83.9925,104.899,149.599,0.944444,0.972222,-1,-1,1,,-1,-1
1766053427189,49.0276,-1,-1,46.991,49.0276,1.04334,151.483,83.9096,100.112,150.843,0.939394,0.969697,-1,-1,1,,-1,-1
1766053427214,48.8163,-1,-1,47.4728,48.8163,1.0283,150.714,84.2282,101.839,151.258,0.970588,0.970588,-1,-1,1,,-1,-1
1766053427239,49.1312,-1,-1,47.7403,49.1312,1.02914,150.775,84.3308,114.204,152.173,0.944444,0.944444,-1,-1,1,,-1,-1
1766053427264,49.2883,-1,-1,47.6456,49.2883,1.03448,150.913,84.4222,104.12,152.274,0.944444,0.944444,-1,-1,1,,-1,-1
1766053427289,49.7546,-1,-1,48.0043,49.7546,1.03646,150.941,84.625,102.136,153.572,0.972222,0.972222,-1,-1,1,,-1,-1
1766053427314,49.8916,-1,-1,48.1423,49.8916,1.03634,150.816,84.7154,100.59,154.004,0.96875,0.96875,-1,-1,1,,-1,-1
1766053427339,49.6801,-1,-1,48.2353,49.6801,1.02995,150.541,84.6444,101.122,153.813,0.970588,0.970588,-1,-1,1,,-1,-1
1766053427364,50.2141,-1,-1,48.2809,50.2141,1.04004,150.618,84.5424,106.138,154.73,0.944444,0.944444,-1,-1,1,,-1,-1
1766053427389,50.1703,-1,-1,48.4186,50.1703,1.03618,150.679,84.3844,99.1492,154.875,0.970588,0.970588,-1,-1,1,,-1,-1
1766053427414,50.4665,-1,-1,48.3328,50.4665,1.04415,150.566,84.3615,98.8395,155.212,0.971429,0.971429,-1,-1,1,,-1,-1
1766053427439,50.3084,-1,-1,48.8021,50.3084,1.03086,150.514,84.4089,104.069,155.691,0.972222,0.972222,-1,-1,1,,-1,-1
1766053427464,50.6653,-1,-1,48.8331,50.6653,1.03752,150.398,84.4695,93.4111,156.305,0.972222,0.972222,-1,-1,1,,-1,-1
1766053427489,50.4867,-1,-1,48.6767,50.4867,1.03718,150.517,84.2825,98.5604,155.779,0.942857,0.942857,-1,-1,1,,-1,-1
1766053427514,50.5664,-1,-1,48.7904,50.5664,1.0364,150.516,84.0957,93.8366,156.082,0.972222,0.972222,-1,-1,1,,-1,-1
1766053427538,50.7594,-1,-1,48.7919,50.7594,1.04033,150.399,84.0194,93.931,156.39,0.944444,0.944444,-1,-1,1,,-1,-1
1766053427563,50.6237,-1,-1,48.7901,50.6237,1.03758,150.331,84.1628,92.7353,156.172,0.972222,0.972222,-1,-1,1,,-1,-1
1766053427588,50.5239,-1,-1,48.9692,50.5239,1.03175,150.319,84.2802,96.8139,156.293,0.944444,0.944444,-1,-1,1,,-1,-1
1766053427613,50.8564,-1,-1,48.648,50.8564,1.0454,150.303,84.3556,94.599,156.32,0.944444,0.944444,-1,-1,1,,-1,-1
1766053427638,50.4093,-1,-1,48.6939,50.4093,1.03523,150.415,84.1423,93.8979,155.683,0.972222,0.972222,-1,-1,1,,-1,-1
1766053427663,41.5011,-1,-1,17.4089,41.5011,2.3839,182.649,69.0053,68.6281,96.4461,0.117647,0.117647,-1,-1,1,,-1,-1
1766053427688,20.9384,-1,-1,16.8588,20.9384,1.24199,76.8192,124.231,71.46,59.5448,0.828571,0.828571,-1,-1,1,,-1,-1
1766053427713,16.6849,-1,-1,5.19795,16.6849,3.2099,184.296,125.279,19.5898,36.7837,0,0,-1,-1,1,,-1,-1
1766053427738,71.7903,-1,-1,32.473,71.7903,2.21077,138.367,78.0093,152.336,169.651,0.228571,0.228571,-1,-1,1,,-1,-1
1766053427763,14.6041,-1,-1,5.93157,14.6041,2.4621,148.8,77.7666,53.9922,33.7121,0,0,-1,-1,1,,-1,-1
1766053427788,15.0528,-1,-1,14.1479,15.0528,1.06396,98.0263,85.6084,13.4819,45.8793,0.30303,0.30303,-1,-1,1,,-1,-1
1766053427813,18.7779,-1,-1,10.9474,18.7779,1.71528,87.2451,37.1547,51.8953,47.506,0.515152,0.515152,-1,-1,1,,-1,-1
1766053427838,12.1986,-1,-1,5.77352,12.1986,2.11286,227.145,75.9085,125.758,29.1399,0,0,-1,-1,1,,-1,-1
1766053427868,17.2923,-1,-1,13.8403,17.2923,1.24941,73.7815,44.1545,98.0062,49.0534,0.030303,0.0909091,-1,-1,1,,-1,-1
1766053427893,20.9204,-1,-1,4.55824,20.9204,4.58959,81.681,132.103,91.2692,44.2604,0,0,-1,-1,1,,-1,-1
1766053427925,-1,-1,-1,-1,-1,1,64,22,-1,-1,-1,-1,-1,-1,1,,-1,-1
1766053427955,16.5243,-1,-1,4.82885,16.5243,3.42199,74.6036,131.184,83.8668,36.106,0,0,-1,-1,1,,-1,-1
1766053427980,-1,-1,-1,-1,-1,1,64,22,-1,-1,-1,-1,-1,-1,1,,-1,-1
1766053428013,50.0779,-1,-1,48.1868,50.0779,1.03925,150.764,82.8022,60.8139,154.368,0.823529,0.823529,-1,-1,1,,-1,-1
1766053428038,25.6534,-1,-1,15.5806,25.6534,1.6465,79.6582,125.969,117.911,65.7402,0.272727,0.272727,-1,-1,1,,-1,-1
1766053428063,21.8947,-1,-1,6.36866,21.8947,3.43788,167.169,95.3209,31.0142,47.811,0,0,-1,-1,1,,-1,-1
1766053428094,-1,-1,-1,-1,-1,1,64,22,-1,-1,-1,-1,-1,-1,1,,-1,-1
1766053428119,16.3109,-1,-1,6.65094,16.3109,2.45242,74.8993,129.705,77.8009,37.6824,0,0,-1,-1,1,,-1,-1
1766053428151,-1,-1,-1,-1,-1,1,64,22,-1,-1,-1,-1,-1,-1,1,,-1,-1
1766053428181,17.1179,-1,-1,11.0774,17.1179,1.5453,110.605,118.277,170.057,44.7988,0.181818,0.181818,-1,-1,1,,-1,-1
1766053428206,15.4531,-1,-1,4.56662,15.4531,3.38393,193.16,131.731,103.396,33.8163,0,0,-1,-1,1,,-1,-1
1766053428239,18.0645,-1,-1,8.86934,18.0645,2.03674,178.16,135.564,113.017,43.5495,0,0,-1,-1,1,,-1,-1
1766053428269,56.1655,-1,-1,52.1066,56.1655,1.0779,153.713,79.1809,30.4123,170.133,0.805556,0.805556,-1,-1,1,,-1,-1
1766053428294,57.148,-1,-1,52.1609,57.148,1.09561,153.422,79.1608,24.5851,171.791,0.861111,0.861111,-1,-1,1,,-1,-1
1766053428327,22.0464,-1,-1,16.5751,22.0464,1.33009,98.9274,119.86,152.625,60.9713,0.176471,0.176471,-1,-1,1,,-1,-1
1766053428357,14.4233,-1,-1,3.85554,14.4233,3.74093,147.359,78.2745,16.0353,31.164,0,0,-1,-1,1,,-1,-1
1766053428382,22.7094,-1,-1,5.46594,22.7094,4.15471,155.704,66.6966,22.7765,48.5038,0,0,-1,-1,1,,-1,-1
1766053428415,21.5694,-1,-1,14.4266,21.5694,1.49511,99.8674,77.8763,113.505,57.1003,0.470588,0.470588,-1,-1,1,,-1,-1
1766053428445,56.3064,-1,-1,51.146,56.3064,1.1009,151.355,80.8771,35.9424,168.883,0.888889,0.888889,-1,-1,1,,-1,-1
1766053428470,52.4308,-1,-1,51.3194,52.4308,1.02166,150.262,82.5832,39.4336,162.975,0.848485,0.848485,-1,-1,1,,-1,-1
1766053428503,51.717,-1,-1,49.6473,51.717,1.04169,149.923,84.1304,76.0605,159.239,1,1,-1,-1,1,,-1,-1
1766053428528,51.5088,-1,-1,49.0419,51.5088,1.0503,149.683,84.6736,88.8165,157.968,1,1,-1,-1,1,,-1,-1
1766053428553,51.4404,-1,-1,49.9497,51.4404,1.02984,149.471,84.6646,85.4628,159.272,1,1,-1,-1,1,,-1,-1
1766053428578,14.6354,-1,-1,4.18717,14.6354,3.4953,74.5278,132.249,101.31,31.8897,0,0,-1,-1,1,,-1,-1
1766053428602,17.1796,-1,-1,6.66346,17.1796,2.57818,74.8823,106.223,72.9621,39.2967,0,0,-1,-1,1,,-1,-1
1766053428627,55.3182,-1,-1,27.7117,55.3182,1.99621,153.436,93.2209,87.9712,134.053,0.771429,0.771429,-1,-1,1,,-1,-1
1766053428652,65.1183,-1,-1,54.5473,65.1183,1.19379,154.748,77.5225,32.3517,188.337,0.833333,0.833333,-1,-1,1,,-1,-1
1766053428677,50.9559,-1,-1,49.4953,50.9559,1.02951,151.229,84.4513,79.6068,157.797,0.970588,0.970588,-1,-1,1,,-1,-1
1766053428702,50.9675,-1,-1,48.7677,50.9675,1.04511,151.132,84.7248,91.1858,156.683,0.970588,0.970588,-1,-1,1,,-1,-1
1766053428727,50.816,-1,-1,48.9174,50.816,1.03881,151.036,84.6407,97.4303,156.675,1,1,-1,-1,1,,-1,-1
1766053428752,50.8041,-1,-1,49.0016,50.8041,1.03678,151.082,84.5689,95.8876,156.787,0.972222,0.972222,-1,-1,1,,-1,-1
1766053428777,50.6453,-1,-1,49.2771,50.6453,1.02777,151.217,84.6218,98.1598,156.965,1,1,-1,-1,1,,-1,-1
1766053428802,50.236,-1,-1,49.2372,50.236,1.02028,151.124,84.7126,94.5922,156.256,0.972222,0.972222,-1,-1,1,,-1,-1
1766053428827,50.1339,-1,-1,48.9957,50.1339,1.02323,151.077,84.7253,90.4534,155.718,0.96875,0.96875,-1,-1,1,,-1,-1
1766053428852,50.1008,-1,-1,48.6747,50.1008,1.0293,150.991,84.9593,98.3257,155.164,0.972222,0.972222,-1,-1,1,,-1,-1
1766053428877,50.0018,-1,-1,48.3718,50.0018,1.0337,150.922,85.0138,93.5252,154.536,0.972222,0.972222,-1,-1,1,,-1,-1
1766053428902,49.7571,-1,-1,48.5052,49.7571,1.02581,151.046,85.1423,92.6991,154.356,0.972222,0.972222,-1,-1,1,,-1,-1
1766053428927,49.6908,-1,-1,48.0106,49.6908,1.035,151.007,85.2033,90.5262,153.48,0.96875,0.96875,-1,-1,1,,-1,-1
1766053428952,49.5151,-1,-1,47.6367,49.5151,1.03943,150.986,84.6272,91.2495,152.62,0.969697,0.969697,-1,-1,1,,-1,-1
1766053428977,17.8128,-1,-1,5.43949,17.8128,3.27472,101.426,125.953,99.4931,39.1577,0,0,-1,-1,1,,-1,-1
1766053429002,17.8857,-1,-1,6.17348,17.8857,2.89718,178.342,132.242,113.596,40.0653,0,0,-1,-1,1,,-1,-1
1766053429027,11.8593,-1,-1,4.93997,11.8593,2.40068,111.055,132.488,98.4328,27.5194,0,0,-1,-1,1,,-1,-1
1766053429052,17.148,-1,-1,5.72276,17.148,2.99645,122.626,93.8506,68.4355,38.2027,0,0,-1,-1,1,,-1,-1
1766053429077,19.1297,-1,-1,7.14467,19.1297,2.67748,178.07,126.24,47.1429,43.4472,0.25,0.25,-1,-1,1,,-1,-1
1766053429102,13.8027,-1,-1,3.2614,13.8027,4.23213,84.1081,133.211,84.4127,29.4255,0,0,-1,-1,1,,-1,-1
1766053429127,13.5474,-1,-1,6.88976,13.5474,1.96631,132,67.5,127.982,32.96,0.1875,0,-1,-1,1,,-1,-1
1766053429152,26.5252,-1,-1,7.67217,26.5252,3.45733,86.6784,129.353,93.1339,57.8793,0.193548,0.16129,-1,-1,1,,-1,-1
1766053429177,39.963,-1,-1,9.87075,39.963,4.04863,86.6589,127.805,90.4426,85.585,0.34375,0.3125,-1,-1,1,,-1,-1
1766053429202,26.5271,-1,-1,14.4945,26.5271,1.83015,82.6598,70.5885,170.644,65.8302,0.114286,0.114286,-1,-1,1,,-1,-1
1766053429226,22.825,-1,-1,13.7389,22.825,1.66134,169.848,127.13,82.6878,58.3246,0.314286,0.228571,-1,-1,1,,-1,-1
1766053429251,-1,-1,-1,-1,-1,1,64,22,-1,-1,-1,-1,-1,-1,1,,-1,-1
1766053429276,19.6079,-1,-1,8.57026,19.6079,2.2879,76.7888,128.537,82.2068,45.9767,0.5625,0.53125,-1,-1,1,,-1,-1
1766053429308,16.8836,-1,-1,7.42514,16.8836,2.27384,73.8889,89.4836,79.8985,39.6432,0.424242,0.393939,-1,-1,1,,-1,-1
1766053429333,70.8004,-1,-1,50.8357,70.8004,1.39273,188.41,51.6824,113.931,192.354,0.4,0.4,-1,-1,1,,-1,-1
1766053429365,18.6417,-1,-1,15.6104,18.6417,1.19418,106.58,51.7735,68.6423,53.9085,0.5,0.5,-1,-1,1,,-1,-1
1766053429395,20.4709,-1,-1,6.48626,20.4709,3.15604,78.1426,123.63,91.5201,45.2427,0,0,-1,-1,1,,-1,-1
1766053429420,22.088,-1,-1,5.27743,22.088,4.18537,184.824,132.398,91.8506,47.1412,0,0,-1,-1,1,,52,0
1766053429453,17.6459,-1,-1,12.9369,17.6459,1.364,96.295,97.7299,40.8449,48.3246,0.09375,0.09375,-1,-1,1,,52,0
1766053429483,53.322,-1,-1,50.2611,53.322,1.0609,153.236,77.9834,16.9426,162.744,0.833333,0.833333,-1,-1,1,,52,0
1766053429508,53.6137,-1,-1,50.2959,53.6137,1.06597,153.748,78.4555,36.5977,163.262,0.75,0.75,-1,-1,1,,52,0
1766053429541,51.0365,-1,-1,49.2421,51.0365,1.03644,152.628,79.9712,42.5608,157.53,0.970588,0.970588,-1,-1,1,,52,0
1766053429566,50.0095,-1,-1,47.1606,50.0095,1.06041,151.911,81.5532,99.5725,152.667,0.971429,0.971429,-1,-1,1,,52,0
1766053429591,50.2448,-1,-1,46.9412,50.2448,1.07038,151.817,81.6791,97.3937,152.703,0.944444,0.944444,-1,-1,1,,52,0
1766053429616,50.6426,-1,-1,47.5478,50.6426,1.06509,151.646,81.4767,101.92,154.275,0.941176,0.941176,-1,-1,1,,52,0
1766053429641,50.784,-1,-1,47.5376,50.784,1.06829,151.621,81.408,98.3272,154.485,0.971429,0.971429,-1,-1,1,,52,0
1766053429666,50.9328,-1,-1,47.9354,50.9328,1.06253,151.66,81.5759,102.796,155.337,0.942857,0.942857,-1,-1,1,,52,0
1766053429691,51.1842,-1,-1,48.0964,51.1842,1.0642,151.511,81.7621,99.9657,155.987,0.969697,0.969697,-1,-1,1,,52,0
