timestamp_ms,pupilDiameter_px_L_M,pupilUndistortedDiameter_px_L_M,pupilPhysicalDiameter_mm_L_M,pupilWidth_px_L_M,pupilHeight_px_L_M,pupilAxisRatio_L_M,pupilCenterX_px_L_M,pupilCenterY_px_L_M,pupilAngle_deg_L_M,pupilCircumference_px_L_M,pupilConfidence_L_M,pupilOutlineConfidence_L_M,BRISQUEFullImage_L_M,BRISQUEPDROI_L_M,trial,message,cameraTemperature_c_M,cameraTemperature_c_S
1766068862337,56.1921,-1,-1,47.434,56.1921,1.18464,205.184,92.3765,0.304134,163.066,0.9375,0.9375,-1,-1,1,,-1,-1
1766068862362,56.3294,-1,-1,47.4645,56.3294,1.18677,206.917,93.554,3.07558,163.337,0.861111,0.861111,-1,-1,1,,-1,-1
1766068862387,56.3529,-1,-1,47.2477,56.3529,1.19271,207.573,93.7222,3.34843,163.05,0.861111,0.861111,-1,-1,1,,-1,-1
1766068862412,56.6237,-1,-1,46.9556,56.6237,1.2059,208.138,93.4959,2.73999,163.057,0.857143,0.914286,-1,-1,1,,-1,-1
1766068862437,56.906,-1,-1,46.9459,56.906,1.21216,208.492,93.4591,1.75808,163.506,0.882353,0.941176,-1,-1,1,,-1,-1
1766068862462,57.1144,-1,-1,47.357,57.1144,1.20604,208.772,93.2139,3.20101,164.462,0.861111,0.861111,-1,-1,1,,-1,-1
1766068862487,57.138,-1,-1,47.2953,57.138,1.20811,208.815,93.3088,3.92401,164.408,0.861111,0.861111,-1,-1,1,,-1,-1
1766068862512,56.831,-1,-1,47.3101,56.831,1.20125,209.117,93.2829,3.29559,163.926,0.861111,0.861111,-1,-1,1,,-1,-1
1766068862537,56.91,-1,-1,47.2533,56.91,1.20436,209.111,93.3012,3.3667,163.971,0.861111,0.861111,-1,-1,1,,-1,-1
1766068862562,57.0274,-1,-1,46.6323,57.0274,1.22292,211.079,96.0198,4.32131,163.238,0.833333,0.833333,-1,-1,1,,-1,-1
1766068862587,56.8267,-1,-1,46.6472,56.8267,1.21822,211.389,95.912,4.99409,162.93,0.833333,0.833333,-1,-1,1,,-1,-1
1766068862612,57.1987,-1,-1,46.3539,57.1987,1.23396,211.535,95.9762,4.92881,163.106,0.833333,0.833333,-1,-1,1,,-1,-1
1766068862637,57.0457,-1,-1,46.5218,57.0457,1.22621,211.548,95.9352,3.41824,163.104,0.833333,0.833333,-1,-1,1,,-1,-1
1766068862662,57.0256,-1,-1,46.4247,57.0256,1.22835,211.489,96.0168,3.70197,162.926,0.833333,0.833333,-1,-1,1,,-1,-1
1766068862687,57.1803,-1,-1,46.3162,57.1803,1.23456,211.651,95.9872,3.00359,163.02,0.833333,0.833333,-1,-1,1,,-1,-1
1766068862712,57.1529,-1,-1,46.3424,57.1529,1.23327,211.897,95.9558,5.30668,163.014,0.833333,0.833333,-1,-1,1,,-1,-1
1766068862737,56.8089,-1,-1,46.6121,56.8089,1.21876,211.992,96.0517,6.83962,162.848,0.833333,0.833333,-1,-1,1,,-1,-1
1766068862762,56.9636,-1,-1,46.4086,56.9636,1.22744,212.214,96.0824,5.24864,162.8,0.833333,0.833333,-1,-1,1,,-1,-1
1766068862787,57.1243,-1,-1,45.1778,57.1243,1.26443,215.225,96.2178,4.08797,161.244,0.833333,0.833333,-1,-1,1,,-1,-1
1766068862812,57.6535,-1,-1,49.7472,57.6535,1.15893,213.324,95.6033,175.678,168.933,0.805556,0.805556,-1,-1,1,,-1,-1
1766068862837,57.5021,-1,-1,49.2811,57.5021,1.16682,213.435,95.442,177.345,167.983,0.805556,0.805556,-1,-1,1,,-1,-1
1766068862862,57.3439,-1,-1,44.9162,57.3439,1.27669,215.403,95.9787,4.00314,161.223,0.833333,0.833333,-1,-1,1,,-1,-1
1766068862886,56.7726,-1,-1,44.577,56.7726,1.27358,215.455,96.3394,3.45692,159.776,0.833333,0.833333,-1,-1,1,,-1,-1
1766068862911,57.057,-1,-1,45.209,57.057,1.26207,216.096,96.2606,4.2618,161.179,0.833333,0.833333,-1,-1,1,,-1,-1
1766068862936,57.6485,-1,-1,45.2238,57.6485,1.27474,216.293,96.2538,5.07055,162.181,0.833333,0.833333,-1,-1,1,,-1,-1
1766068862961,57.3571,-1,-1,45.0496,57.3571,1.2732,216.259,96.3431,4.23834,161.441,0.833333,0.833333,-1,-1,1,,-1,-1
1766068862986,57.6491,-1,-1,48.589,57.6491,1.18646,214.745,95.7346,179.816,167.182,0.823529,0.823529,-1,-1,1,,-1,-1
1766068863011,57.9006,-1,-1,45.2099,57.9006,1.28071,216.399,96.5122,6.38979,162.58,0.833333,0.833333,-1,-1,1,,41,0
1766068863036,57.949,-1,-1,42.4366,57.949,1.36554,223.098,93.0855,1.71133,158.628,0.939394,0.939394,-1,-1,1,,41,0
1766068863061,59.4886,-1,-1,38.9698,59.4886,1.52653,228.48,92.2173,179.615,156.342,0.911765,0.911765,-1,-1,1,,41,0
1766068863086,59.8897,-1,-1,38.8744,59.8897,1.5406,230.277,93.1053,0.261743,156.899,0.9375,0.9375,-1,-1,1,,41,0
1766068863111,59.4405,-1,-1,38.846,59.4405,1.53016,231.416,93.4405,0.395815,156.087,0.9375,0.9375,-1,-1,1,,41,0
1766068863136,59.5088,-1,-1,38.8928,59.5088,1.53007,232.576,93.9334,0.0580888,156.27,0.875,0.875,-1,-1,1,,41,0
1766068863161,60.0515,-1,-1,38.9948,60.0515,1.53999,233.46,94.172,0.483151,157.344,0.875,0.875,-1,-1,1,,41,0
1766068863186,59.8375,-1,-1,38.7149,59.8375,1.54559,234.081,94.4677,0.239446,156.589,0.875,0.875,-1,-1,1,,41,0
1766068863211,59.8286,-1,-1,38.9588,59.8286,1.53569,234.271,94.3969,0.0472241,156.911,0.875,0.875,-1,-1,1,,41,0
1766068863236,60.0518,-1,-1,38.8097,60.0518,1.54734,234.439,94.3891,0.182308,157.089,0.875,0.875,-1,-1,1,,41,0
1766068863261,60.1213,-1,-1,38.6517,60.1213,1.55546,235.481,94.028,0.306329,156.99,0.875,0.875,-1,-1,1,,41,0
1766068863286,60.7687,-1,-1,38.3824,60.7687,1.58324,235.438,93.8114,0.0692229,157.737,0.875,0.875,-1,-1,1,,41,0
1766068863311,60.7625,-1,-1,37.9058,60.7625,1.60299,235.29,93.988,179.843,157.074,0.848485,0.848485,-1,-1,1,,41,0
1766068863336,59.7717,-1,-1,38.3404,59.7717,1.55898,235.289,94.0094,178.917,155.958,0.861111,0.861111,-1,-1,1,,41,0
1766068863361,60.5909,-1,-1,38.2245,60.5909,1.58513,235.543,94.1459,178.621,157.213,0.861111,0.861111,-1,-1,1,,41,0
1766068863386,60.3977,-1,-1,38.1761,60.3977,1.58208,235.672,94.2802,179.963,156.813,0.882353,0.882353,-1,-1,1,,41,0
1766068863411,60.5063,-1,-1,38.2532,60.5063,1.58173,235.781,93.8546,179.28,157.106,0.878788,0.878788,-1,-1,1,,41,0
1766068863436,60.0898,-1,-1,38.3464,60.0898,1.56703,235.659,94.0905,179.633,156.515,0.878788,0.878788,-1,-1,1,,41,0
1766068863461,59.6284,-1,-1,38.4235,59.6284,1.55188,235.627,94.0042,179.5,155.826,0.878788,0.878788,-1,-1,1,,41,0
1766068863486,59.991,-1,-1,38.4275,59.991,1.56115,235.189,94.566,1.05536,156.456,0.882353,0.882353,-1,-1,1,,41,0
1766068863510,60.3113,-1,-1,38.4877,60.3113,1.56703,235.452,94.7151,0.513355,157.092,0.875,0.875,-1,-1,1,,41,0
1766068863535,60.2481,-1,-1,38.5867,60.2481,1.56137,235.358,94.3297,0.639814,157.119,0.875,0.875,-1,-1,1,,41,0
1766068863560,58.233,-1,-1,38.6064,58.233,1.50838,235.537,93.3816,175.991,153.681,0.914286,0.914286,-1,-1,1,,41,0
1766068863585,61.1325,-1,-1,38.2159,61.1325,1.59966,235.371,94.6888,0.250794,158.139,0.875,0.875,-1,-1,1,,41,0
1766068863610,60.5315,-1,-1,38.2974,60.5315,1.58056,234.126,93.222,0.00464555,157.211,0.875,0.875,-1,-1,1,,41,0
1766068863635,61.6998,-1,-1,46.1137,61.6998,1.33799,221.087,79.457,174.812,170.239,1,1,-1,-1,1,,41,0
1766068863660,50.5157,-1,-1,46.694,50.5157,1.08184,202.793,71.6433,130.544,152.756,1,0.972222,-1,-1,1,,41,0
1766068863685,46.2381,-1,-1,33.9702,46.2381,1.36114,184.211,71.0429,97.7119,126.729,0.705882,0.617647,-1,-1,1,,41,0
1766068863710,57.1407,-1,-1,51.4626,57.1407,1.11034,169.874,62.2399,106.681,170.71,1,1,-1,-1,1,,41,0
1766068863735,57.8046,-1,-1,54.0933,57.8046,1.06861,168.271,60.9367,115.545,175.817,1,1,-1,-1,1,,41,0
1766068863760,58.0611,-1,-1,54.0001,58.0611,1.0752,167.978,61.1436,118.017,176.083,1,1,-1,-1,1,,41,0
1766068863785,57.9625,-1,-1,54.6082,57.9625,1.06143,168.016,60.7833,118.974,176.865,1,1,-1,-1,1,,41,0
1766068863810,58.3729,-1,-1,54.5584,58.3729,1.06992,167.883,60.3235,122.39,177.443,1,1,-1,-1,1,,41,0
1766068863835,58.2952,-1,-1,54.911,58.2952,1.06163,167.846,59.9174,124.252,177.864,1,1,-1,-1,1,,41,0
1766068863860,58.3657,-1,-1,55.0435,58.3657,1.06036,167.954,59.8257,126.532,178.181,1,1,-1,-1,1,,41,0
1766068863885,58.8642,-1,-1,54.8101,58.8642,1.07397,165.864,57.6362,125.506,178.616,0.972222,0.972222,-1,-1,1,,41,0
1766068863910,58.4769,-1,-1,54.7368,58.4769,1.06833,163.672,56.6683,120.362,177.884,0.970588,0.970588,-1,-1,1,,41,0
