timestamp_ms,pupilDiameter_px_L_M,pupilUndistortedDiameter_px_L_M,pupilPhysicalDiameter_mm_L_M,pupilWidth_px_L_M,pupilHeight_px_L_M,pupilAxisRatio_L_M,pupilCenterX_px_L_M,pupilCenterY_px_L_M,pupilAngle_deg_L_M,pupilCircumference_px_L_M,pupilConfidence_L_M,pupilOutlineConfidence_L_M,BRISQUEFullImage_L_M,BRISQUEPDROI_L_M,trial,message,cameraTemperature_c_M,cameraTemperature_c_S
1766050038865,44.1863,-1,-1,43.6598,44.1863,1.01206,173.181,78.9513,154.89,137.99,0.944444,0.944444,-1,-1,1,,51,0
1766050038890,44.0705,-1,-1,43.5194,44.0705,1.01266,173.043,79.0418,1.19924,137.587,1,1,-1,-1,1,,51,0
1766050038915,44.2092,-1,-1,43.5366,44.2092,1.01545,172.904,78.8665,161.02,137.833,0.969697,0.969697,-1,-1,1,,51,0
1766050038940,44.232,-1,-1,43.5776,44.232,1.01502,172.919,78.8977,158.858,137.933,0.944444,0.944444,-1,-1,1,,51,0
1766050038965,44.1586,-1,-1,43.882,44.1586,1.0063,173.045,78.9885,166.129,138.294,1,1,-1,-1,1,,51,0
1766050038990,44.1925,-1,-1,43.9737,44.1925,1.00498,173.115,79.1211,134.696,138.491,0.944444,0.944444,-1,-1,1,,51,0
1766050039015,43.9627,-1,-1,43.6689,43.9627,1.00673,173.324,79.3405,154.685,137.652,1,1,-1,-1,1,,51,0
1766050039040,44.4087,-1,-1,43.7682,44.4087,1.01463,173.197,79.4145,138.431,138.51,1,1,-1,-1,1,,51,0
1766050039065,44.1509,-1,-1,43.6853,44.1509,1.01066,173.299,79.4754,159.786,137.974,1,1,-1,-1,1,,51,0
1766050039090,44.233,-1,-1,43.7501,44.233,1.01104,173.292,79.4354,131.29,138.205,1,1,-1,-1,1,,51,0
1766050039115,44.1505,-1,-1,44.0524,44.1505,1.00223,173.267,79.362,51.7293,138.549,1,1,-1,-1,1,,51,0
1766050039140,44.3884,-1,-1,43.4677,44.3884,1.02118,173.238,79.4669,162.839,138.008,1,1,-1,-1,1,,51,0
1766050039165,44.2616,-1,-1,43.9487,44.2616,1.00712,173.106,79.466,117.263,138.561,1,1,-1,-1,1,,51,0
1766050039190,44.2326,-1,-1,43.8936,44.2326,1.00772,173.013,79.321,116.802,138.429,1,1,-1,-1,1,,51,0
1766050039214,44.3625,-1,-1,43.96,44.3625,1.00916,173.212,79.2107,142.779,138.737,1,1,-1,-1,1,,51,0
1766050039239,44.3826,-1,-1,43.8263,44.3826,1.01269,173.177,79.2517,140.599,138.56,1,1,-1,-1,1,,51,0
1766050039264,44.489,-1,-1,43.8933,44.489,1.01357,173.287,79.3045,132.059,138.832,1,1,-1,-1,1,,51,0
1766050039289,44.3601,-1,-1,43.8704,44.3601,1.01116,173.058,79.3464,123.453,138.593,0.972222,0.972222,-1,-1,1,,51,0
1766050039314,44.4452,-1,-1,43.7508,44.4452,1.01587,173.082,79.2841,138.038,138.54,1,1,-1,-1,1,,51,0
1766050039339,44.7056,-1,-1,43.7573,44.7056,1.02167,173.039,79.3587,121.701,138.961,1,1,-1,-1,1,,51,0
1766050039364,44.4668,-1,-1,44.0566,44.4668,1.00931,173.142,79.2598,102.475,139.053,1,1,-1,-1,1,,51,0
1766050039389,44.6269,-1,-1,43.8237,44.6269,1.01833,173.255,79.3696,129.571,138.941,1,1,-1,-1,1,,51,0
1766050039414,44.6792,-1,-1,43.7909,44.6792,1.02028,173.311,79.4329,124.61,138.972,0.972222,0.972222,-1,-1,1,,51,0
1766050039439,44.6007,-1,-1,43.8014,44.6007,1.01825,174.327,79.5212,121.428,138.864,0.941176,0.941176,-1,-1,1,,51,0
1766050039464,44.6051,-1,-1,43.7728,44.6051,1.01901,174.383,79.5028,116.477,138.827,0.944444,0.944444,-1,-1,1,,51,0
1766050039489,44.6936,-1,-1,43.9153,44.6936,1.01772,174.288,79.4641,125.493,139.189,0.944444,0.944444,-1,-1,1,,51,0
1766050039514,44.7323,-1,-1,43.9006,44.7323,1.01894,174.117,79.3587,118.529,139.227,1,1,-1,-1,1,,51,0
1766050039539,44.4031,-1,-1,44.1031,44.4031,1.0068,173.994,79.2547,119.587,139.026,0.969697,0.969697,-1,-1,1,,51,0
1766050039564,44.61,-1,-1,44.2186,44.61,1.00885,174.02,79.2229,109.338,139.532,0.969697,0.969697,-1,-1,1,,51,0
1766050039589,44.7973,-1,-1,43.9929,44.7973,1.01829,174.276,79.2885,100.736,139.474,0.9375,0.9375,-1,-1,1,,51,0
1766050039614,44.6798,-1,-1,44.1365,44.6798,1.01231,174.401,79.2497,112.297,139.514,0.971429,0.971429,-1,-1,1,,51,0
1766050039639,44.7336,-1,-1,44.34,44.7336,1.00888,174.614,79.3762,92.3508,139.917,0.970588,0.970588,-1,-1,1,,51,0
1766050039664,44.6801,-1,-1,44.0751,44.6801,1.01373,175.017,79.5166,126.878,139.418,0.972222,0.972222,-1,-1,1,,51,0
1766050039689,44.7765,-1,-1,44.2207,44.7765,1.01257,174.806,79.4595,119.648,139.798,0.970588,0.970588,-1,-1,1,,51,0
1766050039714,44.678,-1,-1,44.1179,44.678,1.0127,174.727,79.4555,109.272,139.482,0.970588,0.970588,-1,-1,1,,51,0
1766050039739,44.7499,-1,-1,44.1623,44.7499,1.01331,174.746,79.3633,122.254,139.664,0.942857,0.942857,-1,-1,1,,51,0
1766050039764,44.8189,-1,-1,44.2433,44.8189,1.01301,174.664,79.4579,111.966,139.9,0.941176,0.941176,-1,-1,1,,51,0
1766050039789,44.799,-1,-1,44.0186,44.799,1.01773,174.866,79.4517,138.78,139.517,0.971429,0.971429,-1,-1,1,,51,0
1766050039814,44.6954,-1,-1,44.16,44.6954,1.01212,174.775,79.5832,133.395,139.575,0.944444,0.944444,-1,-1,1,,51,0
1766050039838,44.9015,-1,-1,44.2337,44.9015,1.0151,174.514,79.4536,142.317,140.015,0.941176,0.941176,-1,-1,1,,51,0
1766050039863,44.6645,-1,-1,44.1682,44.6645,1.01124,174.365,79.1568,119.521,139.539,0.939394,0.939394,-1,-1,1,,51,0
1766050039888,44.5853,-1,-1,44.3911,44.5853,1.00437,174.527,79.0526,106.42,139.764,0.944444,0.944444,-1,-1,1,,51,0
1766050039913,44.924,-1,-1,44.3615,44.924,1.01268,174.452,79.164,90.6503,140.251,0.96875,0.96875,-1,-1,1,,51,0
1766050039938,44.6709,-1,-1,44.5562,44.6709,1.00257,174.556,79.1127,75.5948,140.158,0.944444,0.944444,-1,-1,1,,51,0
1766050039963,44.8206,-1,-1,44.3299,44.8206,1.01107,173.994,79.1182,157.443,140.038,0.972222,0.972222,-1,-1,1,,51,0
1766050039988,38.6169,-1,-1,26.6333,38.6169,1.44995,232.496,68.5882,161.802,103.361,0.657143,0.657143,-1,-1,1,,51,0
1766050040013,51.578,-1,-1,10.3304,51.578,4.99286,120.855,128.337,78.514,108.355,0.171429,0.142857,-1,-1,1,,51,0
1766050040038,17.7369,-1,-1,5.69186,17.7369,3.11619,195.942,108.487,23.2208,39.2753,0,0,-1,-1,1,,51,0
1766050040063,26.4556,-1,-1,12.1069,26.4556,2.18517,213.382,122.443,91.9331,62.6889,0.09375,0,-1,-1,1,,51,0
1766050040088,-1,-1,-1,-1,-1,1,92,27,-1,-1,-1,-1,-1,-1,1,,51,0
1766050040113,28.904,-1,-1,14.1002,28.904,2.0499,174.642,138.054,91.1805,69.567,0.0625,0.0625,-1,-1,1,,51,0
1766050040138,-1,-1,-1,-1,-1,1,92,27,-1,-1,-1,-1,-1,-1,1,,51,0
1766050040163,69.4067,-1,-1,18.6811,69.4067,3.71535,163.55,87.7536,91.0676,150.087,0.323529,0.323529,-1,-1,1,,51,0
1766050040188,71.543,-1,-1,16.944,71.543,4.22232,180.836,89.1761,92.497,152.556,0.25,0.25,-1,-1,1,,51,0
1766050040213,9.71441,-1,-1,2.15402,9.71441,4.5099,236.786,97.9869,95.8093,20.5847,0,0,-1,-1,1,,51,0
1766050040238,32.504,-1,-1,11.8584,32.504,2.74101,132.731,127.58,75.8186,73.5099,0.205882,0.205882,-1,-1,1,,51,0
1766050040263,15.5542,-1,-1,8.65627,15.5542,1.79687,164.308,129.577,80.7825,38.8054,0.1875,0.1875,-1,-1,1,,51,0
1766050040288,35.7477,-1,-1,23.1795,35.7477,1.54221,127.807,119.162,3.33214,93.6183,0.8,0.771429,-1,-1,1,,51,0
1766050040313,16.3996,-1,-1,7.84352,16.3996,2.09084,180.353,132.192,120.53,39.2761,0.15625,0.15625,-1,-1,1,,51,0
1766050040338,67.9009,-1,-1,18.1225,67.9009,3.74678,161.41,90.1992,87.1795,146.684,0.272727,0.272727,-1,-1,1,,51,0
1766050040363,44.0754,-1,-1,43.3993,44.0754,1.01558,172.976,77.9961,4.45764,137.407,0.972222,0.972222,-1,-1,1,,51,0
1766050040388,43.9104,-1,-1,43.2921,43.9104,1.01428,173.23,78.8231,177.753,136.979,0.972222,0.972222,-1,-1,1,,51,0
1766050040413,44.0548,-1,-1,43.424,44.0548,1.01453,173.316,78.9207,176.77,137.413,1,1,-1,-1,1,,51,0
1766050040438,43.6223,-1,-1,43.1048,43.6223,1.01201,172.255,79.2688,22.5953,136.232,1,1,-1,-1,1,,51,0
1766050040462,40.3466,-1,-1,10.0904,40.3466,3.99853,187.204,104.607,101.61,86.5217,0.382353,0.323529,-1,-1,1,,51,0
1766050040487,4.60807,-1,-1,3.82157,4.60807,1.2058,135.554,134.264,0,13.2701,0,0,-1,-1,1,,51,0
1766050040512,15.3272,-1,-1,9.00775,15.3272,1.70156,156.572,138.527,52.6689,38.8725,0,0,-1,-1,1,,51,0
1766050040542,12.4326,-1,-1,3.38928,12.4326,3.66821,158.727,134.237,106.095,26.926,0,0,-1,-1,1,,51,0
1766050040567,8.88217,-1,-1,2.39163,8.88217,3.71386,113.896,30.9923,80.1163,19.208,0,0,-1,-1,1,,51,0
1766050040592,5.01711,-1,-1,1.09751,5.01711,4.57137,254.028,122.45,98.1569,10.6182,0,0,-1,-1,1,,51,0
1766050040623,44.3538,-1,-1,43.8159,44.3538,1.01228,174.207,78.7247,111.88,138.498,0.941176,0.941176,-1,-1,1,,51,0
1766050040648,44.6903,-1,-1,44.3008,44.6903,1.00879,174.303,79.1052,177.699,139.787,1,1,-1,-1,1,,51,0
1766050040673,44.7079,-1,-1,44.2393,44.7079,1.01059,174.398,79.2189,96.8287,139.719,1,1,-1,-1,1,,51,0
1766050040698,44.7494,-1,-1,44.1118,44.7494,1.01446,173.822,79.136,39.7336,139.585,1,1,-1,-1,1,,51,0
1766050040723,47.5777,-1,-1,43.355,47.5777,1.0974,172.531,77.7046,26.7185,142.914,0.857143,0.8,-1,-1,1,,51,0
1766050040748,14.5653,-1,-1,4.11524,14.5653,3.53936,239.611,116.398,147.13,31.6858,0,0,-1,-1,1,,51,0
1766050040773,23.0174,-1,-1,7.23542,23.0174,3.18121,169.916,135.896,93.1252,50.8111,0.0645161,0.0645161,-1,-1,1,,51,0
1766050040804,16.5617,-1,-1,6.83995,16.5617,2.42132,196.529,104.38,82.4658,38.3628,0.5,0,-1,-1,1,,51,0
1766050040829,40.2307,-1,-1,30.9754,40.2307,1.2988,171.201,83.5076,103.798,112.323,0.909091,0.909091,-1,-1,1,,51,0
1766050040854,45.9688,-1,-1,44.6653,45.9688,1.02919,173.559,77.5815,178.91,142.375,0.970588,0.970588,-1,-1,1,,51,0
1766050040886,44.6223,-1,-1,44.4211,44.6223,1.00453,173.92,79.2477,29.951,139.869,1,1,-1,-1,1,,51,0
1766050040911,44.9686,-1,-1,44.444,44.9686,1.0118,174.109,79.4485,56.1166,140.45,1,1,-1,-1,1,,51,0
1766050040936,44.6987,-1,-1,44.6624,44.6987,1.00081,174.33,79.7113,107.22,140.368,1,1,-1,-1,1,,51,0
1766050040961,44.7029,-1,-1,44.421,44.7029,1.00634,174.434,79.7371,133.008,139.996,1,1,-1,-1,1,,51,0
1766050040985,44.8132,-1,-1,44.4802,44.8132,1.00749,174.58,79.7755,60.0331,140.262,1,1,-1,-1,1,,51,0
1766050041010,44.7188,-1,-1,44.5007,44.7188,1.0049,174.323,79.6616,95.045,140.146,0.944444,0.944444,-1,-1,1,,51,0
1766050041035,44.7601,-1,-1,44.4533,44.7601,1.0069,174.387,79.5872,74.888,140.137,0.944444,0.944444,-1,-1,1,,51,0
1766050041060,44.8129,-1,-1,44.3898,44.8129,1.00953,174.455,79.512,83.6673,140.12,0.944444,0.944444,-1,-1,1,,51,0
1766050041085,44.6625,-1,-1,44.3092,44.6625,1.00797,174.569,79.3769,108.206,139.757,0.970588,0.970588,-1,-1,1,,51,0
1766050041110,44.5315,-1,-1,44.1638,44.5315,1.00833,174.592,79.3669,84.9255,139.323,0.972222,0.972222,-1,-1,1,,51,0
1766050041135,44.5871,-1,-1,43.9549,44.5871,1.01438,174.966,79.1221,87.1386,139.083,0.972222,0.972222,-1,-1,1,,51,0
1766050041160,44.3194,-1,-1,44.0586,44.3194,1.00592,174.942,79.0191,97.9772,138.824,0.972222,0.972222,-1,-1,1,,51,0
1766050041185,44.262,-1,-1,44.0626,44.262,1.00453,174.794,79.1038,111.543,138.74,0.970588,0.970588,-1,-1,1,,51,0
1766050041210,44.3462,-1,-1,43.8942,44.3462,1.0103,174.825,79.268,115.101,138.609,0.972222,0.972222,-1,-1,1,,51,0
1766050041235,44.2328,-1,-1,44.0319,44.2328,1.00456,174.835,79.2296,134.888,138.646,0.944444,0.944444,-1,-1,1,,51,0
1766050041260,44.2655,-1,-1,43.5544,44.2655,1.01633,174.951,79.498,109.99,137.95,0.970588,0.970588,-1,-1,1,,51,0
1766050041285,44.2842,-1,-1,43.6946,44.2842,1.01349,175.034,79.4859,108.752,138.198,0.942857,0.942857,-1,-1,1,,51,0
1766050041310,44.0348,-1,-1,43.5409,44.0348,1.01134,174.788,79.4177,97.8415,137.565,0.944444,0.944444,-1,-1,1,,51,0
1766050041335,43.5661,-1,-1,43.4474,43.5661,1.00273,174.732,79.4596,101.144,136.681,0.970588,0.970588,-1,-1,1,,51,0
1766050041360,43.6869,-1,-1,43.1783,43.6869,1.01178,174.716,79.4384,86.1187,136.449,0.972222,0.972222,-1,-1,1,,51,0
1766050041385,43.7073,-1,-1,43.0495,43.7073,1.01528,174.761,79.4509,97.8772,136.279,0.944444,0.944444,-1,-1,1,,51,0
1766050041410,43.3423,-1,-1,42.6278,43.3423,1.01676,174.765,79.3316,92.8089,135.044,0.942857,0.942857,-1,-1,1,,51,0
1766050041435,43.0766,-1,-1,42.4749,43.0766,1.01417,174.659,79.3559,108.23,134.386,0.941176,0.941176,-1,-1,1,,51,0
1766050041460,42.904,-1,-1,42.6801,42.904,1.00525,174.686,79.2952,98.8128,134.435,0.941176,0.941176,-1,-1,1,,51,0
1766050041485,42.8474,-1,-1,42.2438,42.8474,1.01429,174.747,79.4375,86.2444,133.663,0.944444,0.944444,-1,-1,1,,51,0
1766050041510,42.5827,-1,-1,42.1442,42.5827,1.0104,174.747,79.5196,68.1629,133.09,0.941176,0.941176,-1,-1,1,,51,0
1766050041535,42.5541,-1,-1,42.3608,42.5541,1.00456,174.688,79.5506,142.94,133.384,0.941176,0.941176,-1,-1,1,,51,0
1766050041560,42.7545,-1,-1,42.0112,42.7545,1.01769,174.598,79.6496,97.2282,133.152,0.944444,0.944444,-1,-1,1,,51,0
1766050041585,42.6962,-1,-1,42.0049,42.6962,1.01646,174.585,79.5584,99.3224,133.05,0.941176,0.941176,-1,-1,1,,51,0
1766050041609,42.7717,-1,-1,42.1642,42.7717,1.01441,174.689,79.3788,89.7048,133.419,0.941176,0.941176,-1,-1,1,,51,0
1766050041634,42.7659,-1,-1,42.0889,42.7659,1.01609,174.583,79.453,103.967,133.292,0.944444,0.944444,-1,-1,1,,51,0
1766050041659,42.8598,-1,-1,41.74,42.8598,1.02683,174.528,79.3547,108.186,132.895,0.941176,0.941176,-1,-1,1,,51,0
1766050041684,42.9961,-1,-1,42.1692,42.9961,1.01961,174.498,79.2701,92.5783,133.78,0.941176,0.941176,-1,-1,1,,51,0
1766050041709,43.0893,-1,-1,42.7262,43.0893,1.0085,172.324,79.0181,15.1459,134.799,1,1,-1,-1,1,,51,0
1766050041734,-1,-1,-1,-1,-1,1,92,27,-1,-1,-1,-1,-1,-1,1,,51,0
1766050041759,19.1015,-1,-1,13.6164,19.1015,1.40283,218.995,104.338,114.588,51.7548,0.242424,0.181818,-1,-1,1,,51,0
1766050041784,13.6336,-1,-1,11.5638,13.6336,1.17899,170.873,105.149,107.23,39.6467,0.121212,0.121212,-1,-1,1,,51,0
1766050041809,19.9975,-1,-1,18.0207,19.9975,1.1097,93.3902,75.2058,26.639,59.7592,0.117647,0.0882353,-1,-1,1,,51,0
1766050041834,12.3575,-1,-1,8.94612,12.3575,1.38132,143.763,61.0711,48.1701,33.6785,0.1875,0.1875,-1,-1,1,,51,0
1766050041859,52.6809,-1,-1,28.8486,52.6809,1.82612,143.308,97.8058,140.756,130.817,0.722222,0.722222,-1,-1,1,,51,0
1766050041884,47.3772,-1,-1,43.9976,47.3772,1.07681,172.958,75.7919,165.355,143.58,0.777778,0.777778,-1,-1,1,,51,0
1766050041909,44.2638,-1,-1,43.2899,44.2638,1.0225,173.654,78.137,167.873,137.533,0.944444,0.944444,-1,-1,1,,51,0
1766050041934,43.7447,-1,-1,43.1434,43.7447,1.01394,174.233,79.1702,119.081,136.485,0.939394,0.939394,-1,-1,1,,51,0
1766050041959,43.7838,-1,-1,43.175,43.7838,1.0141,174.56,79.27,92.8984,136.596,0.941176,0.941176,-1,-1,1,,51,0
1766050041984,43.8504,-1,-1,43.2073,43.8504,1.01488,174.719,79.3732,112.046,136.752,0.941176,0.941176,-1,-1,1,,51,0
1766050042009,43.7028,-1,-1,43.2904,43.7028,1.00953,174.323,79.2349,111.308,136.649,0.941176,0.941176,-1,-1,1,,51,0
1766050042034,43.8181,-1,-1,43.3418,43.8181,1.01099,174.206,79.2404,100.874,136.911,0.9375,0.9375,-1,-1,1,,51,0
1766050042059,44.0316,-1,-1,42.9842,44.0316,1.02437,174.125,79.3037,115.484,136.689,0.916667,0.916667,-1,-1,1,,51,0
1766050042084,44.0401,-1,-1,43.0426,44.0401,1.02317,174.421,79.4649,119.821,136.794,0.941176,0.941176,-1,-1,1,,51,0
1766050042109,43.7299,-1,-1,43.3851,43.7299,1.00795,174.848,79.5417,102.335,136.84,0.942857,0.942857,-1,-1,1,,51,0
1766050042134,43.8729,-1,-1,43.3956,43.8729,1.011,175.221,79.6333,102.875,137.082,0.941176,0.941176,-1,-1,1,,51,0
1766050042159,44.2956,-1,-1,43.1897,44.2956,1.02561,175.189,79.5206,121.363,137.427,0.939394,0.939394,-1,-1,1,,51,0
1766050042184,44.2783,-1,-1,43.2934,44.2783,1.02275,175.123,79.449,117.062,137.562,0.942857,0.942857,-1,-1,1,,51,0
1766050042209,44.5664,-1,-1,43.264,44.5664,1.0301,175.272,79.3888,113.86,137.971,0.944444,0.944444,-1,-1,1,,51,0
1766050042233,44.539,-1,-1,43.5095,44.539,1.02366,175.3,79.2671,114.263,138.311,0.944444,0.944444,-1,-1,1,,51,0
