;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30
-500;0.206418309821207;0.582407053296812;-0.0696997834912301;0.173029435267332;-0.0653552658043997;-0.216886949832405;-0.0473858312783522;0.31890026028444;-0.151899826835629;0.318757689998641;-0.0480385981931096;0.142919054080565;-0.0539805765836834;-0.211186183689311;0.172750969091977;0.140559409968229;0.256837967722271;-0.0960540435023813;-0.0824410625665951;-0.080642942743075;-0.148723508513358;0.0787249387831076;0.109642822676322;0.201662299552143;-0.0487696176710957;-0.053733772777375;-0.418486008213958;-0.182435093428609;-0.00630210601266552;0.127356302622474
-475;0.157217774144262;0.492162773711368;-0.0462505788258101;0.133038392939063;-0.0714089471543172;-0.194253288271649;-0.0604367560986283;0.311121866050354;-0.114453544684009;0.267853505947518;-0.048139910119015;0.149036570232965;-0.060574405107751;-0.177475538571786;0.174336879643643;0.163551853675219;0.231494370804336;-0.0771773199815028;-0.0823081607114616;-0.0617603658047206;-0.169053604236427;0.0734031223287845;0.0763235841006993;0.201986701186187;-0.0368804700538865;-0.0455486944936407;-0.380796088302797;-0.152352104716107;-0.0326649494956625;0.142577612845612
-450;0.10286677584634;0.422184113031783;-0.0266919858506105;0.106308914348879;-0.0880414452844547;-0.16349497807042;-0.0677699524682192;0.306674229704762;-0.0921742293901426;0.209441713705608;-0.0567262581675039;0.141801117887802;-0.085190740890891;-0.141884648028762;0.177537445648042;0.175163543138766;0.189792665981223;-0.0478984519114775;-0.082875085474558;-0.0496498181278124;-0.168840501144491;0.0723148734759179;0.0707100613527136;0.196517786162196;-0.0258952849326191;-0.0482469719584284;-0.303121016253659;-0.133015773599912;-0.0576257185270408;0.152749317000843
-425;0.0692290296719162;0.366123338195184;-0.00750989880416157;0.0704210966579716;-0.0643674881174179;-0.1323844179254;-0.0579082129605082;0.308830288879734;-0.0661172652271162;0.138798454647948;-0.051515369106588;0.14858355867812;-0.101250505203648;-0.0995490484380257;0.182649838128472;0.184529833239689;0.1774990099065;-0.0128672118979742;-0.0802874945146768;-0.0200583468321274;-0.130920332308399;0.0453737295873788;0.0603528296978442;0.183075820687599;-0.0311000008724962;-0.0363196062197251;-0.245513383307441;-0.108903805986699;-0.0692818735481233;0.148026921070064
-400;0.033608545311363;0.309385672824723;-0.00542458015095364;0.0398280646303185;-0.0509559847377088;-0.0902426256285251;-0.0416648218813869;0.301580911199667;-0.0594538648318627;0.0611117379411245;-0.043564787866081;0.145799344778996;-0.130247476215674;-0.0521334730968799;0.166867972447057;0.18131816652046;0.143680096566613;-0.00349287415273061;-0.0804785262127184;-0.0218219089886491;-0.0937862710293244;0.0319171220518168;0.0402667355376329;0.159588025071495;-0.0225417029377519;-0.0369354886030797;-0.194822742356383;-0.0953632976608959;-0.075247045898656;0.148112528208933
-375;-0.0086194621693727;0.234238161293084;0.00719654574156698;0.0306182159158791;-0.0467702909369972;-0.0684047727887959;-0.042978978603923;0.275189224819623;-0.0143405052278036;0.019689608632769;-0.0422964378242934;0.131727262541619;-0.122058888027038;-0.00105467942517024;0.173407124033615;0.181435423322534;0.114716874610573;-0.000563841537746157;-0.0757598382941399;-0.0325092818496311;-0.0900622799448629;0.0261026769115011;0.0279134998937827;0.129953025311474;-0.00299170982456154;-0.0177788647793957;-0.147664453667324;-0.0716536828963613;-0.0699666919743813;0.135413532614472
-350;-0.0346035693365574;0.190891848567106;0.0255685048735374;0.0273406758007907;-0.019885116384987;-0.0469448826825387;-0.0301837457369416;0.25120432088261;-0.00438746536371344;-0.00664396057994629;-0.0310611947202711;0.11561520673122;-0.112083627913276;0.0267696802751058;0.16749097695705;0.163283566206094;0.0814557840123981;0.0134072486015514;-0.0375882487174616;-0.0296467856753024;-0.0931094086387314;-0.0151388799123538;0.0203133318188491;0.0868255821609633;-0.00619453163055628;0.0112742684303819;-0.105018794824842;-0.0582822611466015;-0.0662596301168236;0.12821547334285
-325;-0.0461448834226597;0.133337841016097;0.0328973381114998;-0.000535307859690271;-0.0217561982356381;-0.0220496448838505;-0.0337648034575357;0.229968827636953;0.00820879192566419;-0.0382865099091117;-0.0320106385930694;0.090189293080978;-0.0990008224238539;0.0511482796247082;0.155060977251021;0.134837351293358;0.0425486220217967;0.0357552848359953;-0.0335017441379331;-0.01370298701535;-0.0760604617293583;-0.0234137309354699;-0.00627578047626765;0.0502583315857736;7.65039890513464e-05;0.0221588214780002;-0.0530591919083922;-0.0569221081465497;-0.0700404226516906;0.129648099652133
-300;-0.0664430748880751;0.0730105711226663;0.0525924911431694;-0.0119870928877551;-0.00798038624167456;0.00110145098339647;-0.0175401297599205;0.204190680997388;0.0239272905534119;-0.0568930851478374;-0.0433626243687797;0.055310479052426;-0.113248037403827;0.0904012089956381;0.143785248655643;0.103241204974633;0.00561121910850462;0.0478022560306691;-0.0291591332819013;-0.00168831645431777;-0.0249353927515394;-0.024762347982504;-0.0202707082968057;0.0144680101209753;0.018302348853088;0.0190831812383274;-0.00233616216746244;-0.0237751591026934;-0.0770645359820894;0.110686582344974
-275;-0.0717346866121817;0.0236640627312788;0.0572629589963131;-0.0336374248919004;0.0072766942043931;0.0288268110224051;0.0025111337812902;0.152310967712709;0.0271771260171974;-0.075655654355515;-0.0377543132932788;0.00862688398845206;-0.0935329612796425;0.129368467410349;0.12732800872185;0.0469182666800175;-0.0209234511768806;0.0647289230170461;-0.00887552152712909;0.000157033858811273;-0.00707831895593398;-0.0401433148987767;-0.0201764059151439;-0.0342464895812727;0.0190391403660302;0.0363587462113013;0.0204312813579264;0.00506007860400528;-0.0503860491123;0.0796305527050101
-250;-0.0782952630309819;-0.0142747186631011;0.0805910063452604;-0.041669288461112;0.0166875476178156;0.0443107986645995;-0.00353160202698177;0.0832178223702734;0.043284460476089;-0.0776061692782354;-0.0283160521669881;-0.0443651023422224;-0.0402270517616181;0.137377143773632;0.105567603940779;-0.00293310146981338;-0.0449781233097585;0.0824163073097083;-0.00681813573437959;-0.000575171369698646;0.0086041066241767;-0.0545509447020026;-0.0353061550096085;-0.0598965266028986;0.0231189294550491;0.0601754867569022;0.0581884048537986;0.00919886388065452;-0.036559067353179;0.0468279680707764
-225;-0.0760981034641806;-0.0584262397603041;0.0705297692600046;-0.0568774932213824;0.00642187779819321;0.0657175438854345;-0.00476224501662958;0.016894586252051;0.0603967683800811;-0.083243563098971;-0.023476130317971;-0.0808262158953858;-0.0109600380998531;0.123589372389224;0.0724336959800715;-0.0435729483464254;-0.0802201851186322;0.073389347729568;0.00450663346465743;0.0107597506437018;0.0299569470331851;-0.048679590163437;-0.0556683999656395;-0.0708488985031431;0.0197698683846177;0.0640175593377188;0.103188942505888;0.0301890686963366;-0.0233711083157834;-0.00734350211628194
-200;-0.0681471774328968;-0.121222967392866;0.0561326525068928;-0.0586920511897068;0.013827062274133;0.0769521358052881;0.00428793957026485;-0.0382662389454166;0.0588450681197655;-0.0877854427624346;-0.00748438378719101;-0.108797251097187;-0.00106311536461434;0.134727126776468;0.0406967241734306;-0.090917020448967;-0.0864826786914029;0.0709159212048634;0.0195953065094866;0.0236148420665241;0.0547604169600322;-0.0377153459730602;-0.0390888467026858;-0.0995519803839831;0.0288759757506938;0.0558200367808792;0.136293266879812;0.0518159772771919;0.00020148706030958;-0.0341768110148863
-175;-0.068181313248193;-0.196520210176742;0.0556011449644025;-0.0546031021137074;0.0189797523147725;0.0816668889291694;0.0212879807011399;-0.121064697064679;0.0543895683681022;-0.089929710182438;0.0136068317950977;-0.116526527545161;0.0336781208003518;0.122697150764987;-0.0387548010580141;-0.117676307667314;-0.111652016557853;0.0661529772170827;0.0188225207239127;0.0232998834459319;0.0722445688471614;-0.034857038657761;-0.0242428539136239;-0.116920316671285;0.0311286995546558;0.0581492326960411;0.175730531983767;0.0627898739629761;0.0205379936342385;-0.0707878389259657
-150;-0.0494021779586149;-0.261242888510244;0.0472428274893088;-0.077440068560389;0.033192956581137;0.0945113707439498;0.0369320505630482;-0.20423038723734;0.0551993354898899;-0.11521115629465;0.0403980415569205;-0.112179366108694;0.0949976574746161;0.0901271388587097;-0.11388729660223;-0.163778138620316;-0.136617166234975;0.0425971725301833;0.059501541160017;0.0297400550571376;0.0952122494154213;-0.0332294460868513;-0.0239693170733495;-0.146840678813029;0.0212885927119215;0.058545478473836;0.203531430718212;0.0811804464164493;0.0677753373158719;-0.126890866617474
-125;-0.0278674848745786;-0.337327800116955;0.0139875058900482;-0.0731223670518014;0.0447648766587609;0.0968476702381745;0.0497294533264991;-0.295912410659682;0.0345651559324683;-0.113955189883411;0.0429303634315847;-0.12418258180322;0.128645451340431;0.0540448318072069;-0.18518958078014;-0.19315729614583;-0.146724733905137;0.0123179406348411;0.0649865565216846;0.0333666074144279;0.106298935239803;-0.0319328221299225;-0.0130680897757158;-0.153307173064047;0.0333955740175718;0.0480984606798287;0.213855005442164;0.103868661418268;0.074636594899769;-0.161148263300686
-100;-0.0168238280241095;-0.390582248751569;-0.0249614732123292;-0.0630352392728998;0.0449959653276477;0.114078280912854;0.0547683473681424;-0.375360318189188;0.036387076775897;-0.0896268243330215;0.0529152137359541;-0.132127904491146;0.152151401753313;0.0120555972043959;-0.273480651558242;-0.21307568165788;-0.147321418598937;-0.00861439935254662;0.0673467281298269;0.0517052192457788;0.123139192264459;-0.0329422086669967;-0.00886274713150881;-0.137753850834054;0.0388273829992514;0.0156561084374551;0.247565489540507;0.121296631446839;0.0713103894462353;-0.189859315632673
-75;-0.0028258601841824;-0.443090150013462;-0.0606553681053068;-0.0613598856892107;0.0650145292151687;0.115631011280012;0.0686682689561389;-0.498493134584407;0.0330210438252399;-0.0627976636550472;0.0813462358141456;-0.137289850621188;0.18596074450981;-0.0353238515307837;-0.358723454828291;-0.219406536898681;-0.149290641315812;-0.0382744829521332;0.0984126692399988;0.0486225623542385;0.141997927979837;-0.0100387737033623;-0.0310239895929691;-0.14335097533315;0.0127721821123581;-0.020790968447755;0.262759231178317;0.121895515832643;0.103233248944993;-0.210644003392321
-50;0.0171200093281578;-0.495119764293809;-0.102089841392906;-0.0335508265778643;0.088699200916984;0.0990307971347695;0.0835057680636098;-0.572720294859896;0.0347376036628251;-0.0543760269527503;0.115056439591937;-0.134460838265906;0.208100260527391;-0.0978801856654674;-0.414732562404022;-0.221220069729878;-0.159124688072576;-0.0824621833361178;0.129345310417672;0.0439928341932647;0.171904460091694;0.0158300973302651;-0.0464533446131612;-0.139679088050069;-0.0121997487367276;-0.0616807852043613;0.236740525862268;0.138060620819594;0.139316098201492;-0.253633120281209
-25;0.0287264405233392;-0.509598448111048;-0.156319235488696;-0.0140746477828143;0.0966606599885895;0.115986800483533;0.0862361369588935;-0.654036505249956;0.0326874120336454;-0.0636417544402393;0.1474935725985;-0.138853132883032;0.219884609869457;-0.15581838943424;-0.475145117441711;-0.209101518033894;-0.160301507752251;-0.142078570486899;0.137575685005698;0.0467971365808679;0.198451274796654;0.0437378833437264;-0.0811162266113645;-0.121939604001876;-0.0600221315345939;-0.128302228036911;0.192533730679598;0.157347548329471;0.157758049485487;-0.294761169196645
0;0.0386775349261341;-0.55838850676678;-0.213433831949572;0.00918506913979531;0.107891782039168;0.130958237625477;0.0969397218183605;-0.745471798812176;0.0171998670402596;-0.0590295500509979;0.184574334907325;-0.129931826549757;0.239671882694297;-0.172383772849013;-0.531552872966116;-0.186248772847675;-0.187666421457181;-0.193374696698158;0.151718126817711;0.0405836541850266;0.219386618030231;0.0696629312863034;-0.139979405073926;-0.120367115936313;-0.140258703872808;-0.180855417173324;0.149493738159017;0.153011935625189;0.171719122076224;-0.326117783572914
25;0.0469420318165505;-0.597638728569562;-0.266808836840689;0.0497505632408975;0.115409944444941;0.107908980880219;0.11296228237845;-0.825953716900441;0.00896773934874844;-0.0424865504719732;0.212999758682577;-0.116698537254262;0.248377879084195;-0.192603419215307;-0.587963353907296;-0.186977952433482;-0.205839749840862;-0.254208232804103;0.161936131406192;0.0435631438891668;0.23363458326767;0.0843278227434309;-0.204729887440315;-0.136181234152559;-0.22486744619967;-0.25295875183388;0.0965199161628758;0.126227756203399;0.186815532626307;-0.367161546462143
50;0.0599328201253602;-0.619219720750547;-0.309169152621989;0.07419694821369;0.157847241283747;0.0772792000060718;0.114100760765723;-0.882216490485658;0.00436119977028575;-0.0415589308314025;0.243764877008613;-0.115119479709731;0.277179213272837;-0.226562711490975;-0.62888980402467;-0.17065247741011;-0.209207717640471;-0.331030052082825;0.180300470158421;0.0549898722822355;0.233085355985116;0.100226696129027;-0.29212554343464;-0.120842142976952;-0.327792675250202;-0.314212774038136;0.0436620218284547;0.114506058070566;0.199569542887034;-0.370350324394233
75;0.0755165477608155;-0.653213425447235;-0.341703978847121;0.115003768391243;0.179581444962818;0.0322550734797076;0.136498211582277;-0.942099280659506;0.0157243152817504;-0.0577477516435613;0.259379504481229;-0.0993290500525663;0.302938492043371;-0.252504353945029;-0.667070002893153;-0.146966482263549;-0.205653817646578;-0.366023480644428;0.19186170114757;0.0582728203518064;0.290157681915466;0.136175355006718;-0.374801919607477;-0.102571423910983;-0.441806391075006;-0.355621264195726;0.00533641851762903;0.123225584294778;0.224216048912438;-0.372157649538267
100;0.0854406382477257;-0.673550940918289;-0.358631416745117;0.151449063990469;0.191531008217818;-0.00688324746094722;0.14977011934339;-1.00562599375779;0.00794173721162022;-0.0325056906210031;0.278269342218326;-0.082702769329291;0.29755713235333;-0.265007068185437;-0.693679478680352;-0.103134156550411;-0.245733704896278;-0.424367693498425;0.199562436862264;0.0508715066792449;0.315356408219171;0.176708237306431;-0.478369869163056;-0.106043023941651;-0.524515213389646;-0.405907436842296;-0.0207079583101544;0.119286181569204;0.236028106108022;-0.408020324306447
125;0.0845019388734156;-0.672078761614006;-0.381103548021736;0.184189921194672;0.210886542953217;-0.0386582994242721;0.149305791186875;-1.04786349097884;-0.00682725678570346;-0.0120605331742528;0.308269536079936;-0.0641777604955942;0.299324774506336;-0.267174013242061;-0.713648086814419;-0.0665320575026439;-0.279312737217858;-0.477740448937434;0.211397900662419;0.0496821199823889;0.325443465642424;0.194896910492728;-0.569764184278284;-0.102159965905265;-0.603124351228543;-0.438542023925192;-0.0657957974970997;0.0977755695608104;0.236968866769205;-0.430492068093944
150;0.0820696531802605;-0.681024832229628;-0.402252940993591;0.204816701060652;0.244743722963709;-0.0906890265731894;0.148729360161769;-1.07908933800023;-0.00724921647429984;0.00177454030335058;0.323020235656989;-0.0696372199147699;0.289401528987667;-0.27061028556614;-0.744847744966979;-0.0401505763700215;-0.288429466500749;-0.530902551429783;0.214058118638031;0.0382067150175771;0.350318846086743;0.212502020773738;-0.677304511951627;-0.0914233061438077;-0.683097289217153;-0.469947315288152;-0.110438863133618;0.0682979874301023;0.255378899274064;-0.410713751901047
