PLR_LUND_Participant;1.0000000000;2.0000000000;3.0000000000;4.0000000000;5.0000000000;6.0000000000;7.0000000000;8.0000000000;9.0000000000;10.0000000000;11.0000000000;12.0000000000;13.0000000000;14.0000000000;15.0000000000;16.0000000000;17.0000000000;18.0000000000;19.0000000000;20.0000000000;21.0000000000;22.0000000000;23.0000000000;24.0000000000;25.0000000000;26.0000000000;27.0000000000;28.0000000000;29.0000000000;30.0000000000
subject_0001;1800.0000000000;1425.0000000000;1350.0000000000;1350.0000000000;1300.0000000000;1275.0000000000;1250.0000000000;1050.0000000000;1325.0000000000;1350.0000000000;1050.0000000000;1125.0000000000;1175.0000000000;950.0000000000;1175.0000000000;1175.0000000000;1125.0000000000;1150.0000000000;1075.0000000000;1125.0000000000;1150.0000000000;1125.0000000000;1100.0000000000;1275.0000000000;1100.0000000000;1250.0000000000;1175.0000000000;1125.0000000000;1200.0000000000;1100.0000000000
subject_0002;1775.0000000000;900.0000000000;1175.0000000000;1225.0000000000;1000.0000000000;1150.0000000000;1050.0000000000;1275.0000000000;1025.0000000000;750.0000000000;1175.0000000000;1300.0000000000;1100.0000000000;1075.0000000000;950.0000000000;1125.0000000000;950.0000000000;1350.0000000000;1350.0000000000;1050.0000000000;1550.0000000000;1100.0000000000;1000.0000000000;1000.0000000000;1100.0000000000;825.0000000000;1025.0000000000;975.0000000000;925.0000000000;1300.0000000000
subject_0003;1275.0000000000;1100.0000000000;1375.0000000000;1175.0000000000;1125.0000000000;925.0000000000;1400.0000000000;950.0000000000;975.0000000000;1650.0000000000;1025.0000000000;1175.0000000000;875.0000000000;975.0000000000;1275.0000000000;975.0000000000;800.0000000000;700.0000000000;875.0000000000;1125.0000000000;1600.0000000000;1125.0000000000;925.0000000000;950.0000000000;900.0000000000;1000.0000000000;1025.0000000000;975.0000000000;1300.0000000000;1075.0000000000
subject_0004;1500.0000000000;1325.0000000000;1150.0000000000;1000.0000000000;1100.0000000000;1150.0000000000;1100.0000000000;950.0000000000;900.0000000000;1350.0000000000;950.0000000000;1175.0000000000;1175.0000000000;900.0000000000;900.0000000000;1025.0000000000;1075.0000000000;975.0000000000;750.0000000000;1000.0000000000;1100.0000000000;1000.0000000000;950.0000000000;1000.0000000000;950.0000000000;1200.0000000000;875.0000000000;800.0000000000;900.0000000000;1025.0000000000
subject_0005;1675.0000000000;1675.0000000000;1600.0000000000;1475.0000000000;1575.0000000000;1775.0000000000;1600.0000000000;1650.0000000000;1350.0000000000;1875.0000000000;1400.0000000000;1250.0000000000;1650.0000000000;1625.0000000000;1325.0000000000;1325.0000000000;1575.0000000000;1150.0000000000;1300.0000000000;1575.0000000000;1300.0000000000;1425.0000000000;1475.0000000000;1200.0000000000;1300.0000000000;1200.0000000000;1500.0000000000;1175.0000000000;1425.0000000000;1300.0000000000
subject_0006;1850.0000000000;1750.0000000000;1300.0000000000;1200.0000000000;1050.0000000000;1450.0000000000;975.0000000000;1500.0000000000;1100.0000000000;1100.0000000000;1100.0000000000;975.0000000000;1100.0000000000;1025.0000000000;1025.0000000000;1125.0000000000;950.0000000000;1125.0000000000;1200.0000000000;1100.0000000000;800.0000000000;775.0000000000;975.0000000000;850.0000000000;1125.0000000000;1075.0000000000;825.0000000000;775.0000000000;925.0000000000;775.0000000000
